rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
135,"spotify:track:2WD9ggmpZE7Wodh3qVVCgg","Soda Stereo","De Música Ligera - Remasterizado 2007","Columbia",109,162,52,"262255"
136,"spotify:track:1zcpINZGUYXn2dzO1QSlUo","Ian Cordova","Te Amo y Me Amas","Lucky Music Group",59,165,12,"261905"
137,"spotify:track:0fLOPPoyIaPTe8dm2Mrft3","Anuel AA","Tú No Lo Amas","2018 Real Hasta La Muerte, Inc.",58,183,30,"261104"
138,"spotify:track:3tt9i3Hhzq84dPS8H7iSiJ","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",1,160,181,"261043"
139,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",22,184,38,"260638"
140,"spotify:track:3ddJ8Vbc5tYPxq5zKRVke6","KAROL G, Marco Antonio Solís","Coleccionando Heridas","Bichota/Interscope Records",20,137,39,"260146"
141,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",38,-1,58,"259151"
142,"spotify:track:6tt6JnKerLnOL0oez9QPqS","Milo j","OLIMPO","DALE PLAY Records",92,124,11,"258182"
143,"spotify:track:7EySX8ldJHoeWjJhJyZ8Tq","Mon Laferte","Si Tú Me Quisieras","Universal Music Mexico",25,128,25,"258105"
144,"spotify:track:7ns16ylM6sbxo9ZWIwyE5d","Danny Ocean, Kapo","Imagínate","Atlantic Records",5,173,67,"257747"
145,"spotify:track:5hTAltMXPzPf2tLKZiBLKM","Cris MJ, Reelian","Pensando Brigido","Sonar LLC.",11,140,12,"257694"
146,"spotify:track:72PMAMYZYL060JML0S3khc","Kidd Voodoo, Resonancia Etérea","Confortas Pero Dañas","Kidd Voodoo",2,147,90,"257254"
147,"spotify:track:6VfL3MEuYeJbDlD8m011HR","Beéle","quédate","5020 Records",56,129,43,"256617"
148,"spotify:track:7jnSlMG2jKJmKvAWxufk2I","Omar Courtz, Myke Towers","WHAT U NEED? (SexPlaylist 2)","Rimas Entertainment LLC.",105,177,4,"256274"
149,"spotify:track:6yLqoieklk9gwabLaUDJ4s","La Factoria, Eddy Lover","Perdóname","PanamaMusic",77,138,60,"255884"
150,"spotify:track:3QwBODjSEzelZyVjxPOHdq","Zion & Lennox, J Balvin","Otra Vez (feat. J Balvin)","WEA Latina",2,145,171,"254471"
151,"spotify:track:2Bhmj4XK33InfhqKPxcJ1v","Aventura","Dile al Amor","Premium Latin Music",58,155,52,"254178"
152,"spotify:track:3fgScn3fp098tqIVgVosd5","Milo j, AKRIILA","Llora Llora","Sony Music Latin",54,118,8,"253069"
153,"spotify:track:46YjJXVXWHlQ21odKktg5e","Tainy, Bad Bunny","MOJABI GHOST","NEON16, LLC",17,176,46,"251766"
154,"spotify:track:4fDmgQfKMY7GcAwp2nNoQ0","Milo j","Solifican12","Sony Music Latin",88,123,6,"251497"
155,"spotify:track:2uwWTt4mRTkV1MHAun4JNv","Julianno Sosa, benjitalkapone, Jairo Vera","y ke pa - Remix","SOSA MAFIA",4,188,45,"251332"
156,"spotify:track:3CbiuLMBPM6uV4a7HvkOib","Tony Dize, Plan B","Solos","Pina Records",37,-1,132,"249946"
157,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",79,-1,26,"248421"
158,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",118,-1,21,"248404"
159,"spotify:track:1Q2Gv0i8VdFfj71BhYQKU7","Jere Klein, Miky Woodz, Distobal","ADRENOCROMO","2026 JERE KLEIN",82,82,2,"248240"
160,"spotify:track:1qUwfQjdSq3Jta580WvsI3","Cris MJ, Panda Black","Botellita De Champagne","Sonar LLC.",10,166,12,"247732"
161,"spotify:track:3ZI02Zy37d6aPjezlg57SB","Grupo Disparo","Corazón de Piedra","Grupo Disparo",23,141,75,"247715"
162,"spotify:track:5WEF0icHWmAZBBMglBd599","Bad Bunny, Chuwi","WELTiTA","Rimas Entertainment LLC.",7,134,47,"247434"
163,"spotify:track:6eLQXa6uk2EW8drsiKbABZ","Fuerza Regida","TU SANCHO","Rancho Humilde/Street Mob Records/Sony Music Latin",131,-1,7,"246704"
164,"spotify:track:3CV6tcIs0tqW3aJtu6THaM","Pablo Chill-E","Vibras","ShiShi Gang Records",96,135,65,"246175"
165,"spotify:track:6UO9DhCUq4ZbQz7PXwelFV","Max Carra","UWAIE - versión cumbia","Max Carra",107,194,8,"246127"
166,"spotify:track:5EJ2THuhAapEIeQOtXUQ0x","Maná","Oye Mi Amor","WM Mexico",145,-1,16,"245277"
167,"spotify:track:3hpm0fTeSqlhJbnqAgaLZs","Fuerza Regida","Marlboro Rojo","Rancho Humilde/Street Mob Records/Sony Music Latin",127,-1,6,"245019"
168,"spotify:track:5y2ijHECwFYWqcAHKTZgzD","Bruno Mars","Risk It All","Atlantic Records",161,161,3,"244618"
169,"spotify:track:0c27qjzqEgMLMnWTl5bCU8","benjitalkapone","Mambinho Brasileño","Nextlevel music",1,158,43,"244413"
170,"spotify:track:40ITk1Q3t8QTGgtzK8KPZE","Lucky Brown, Tobal Mj, Nacho G Flow","Zona","Lucky Brown",3,157,37,"244141"
171,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",1,131,144,"244039"
172,"spotify:track:06s3QtMJVXw1AJX3UfvZG1","Anuel AA, Bad Bunny","Hasta Que Dios Diga","2020 Real Hasta La Muerte, LLC",1,-1,149,"243603"
173,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",67,185,106,"243004"
174,"spotify:track:01xWRzLhSgANX9CGgBzssk","Omar Courtz, Dei V, Clarent, Tito ""El Bambino""","$UELTA GATITA $UELTA","Rimas Entertainment LLC.",75,133,4,"242451"
175,"spotify:track:3tiJUOfAEqIrLFRQgGgdoY","Big One, FMK, Ke Personajes","Un Finde | CROSSOVER #2","Fifty One",2,126,133,"241315"
176,"spotify:track:4bw8mcDUSRWfQo63ZTYRnU","Maluma, Carín León","Según Quién","Sony Music Latin",22,172,130,"241052"
177,"spotify:track:1tf8S57TjVd6wSsyu9shAK","Alanys Lagos, Grupo Disparo","Usted Se Parece","MOJO MUSICA",78,150,32,"239906"
178,"spotify:track:3FKq3sNv8F7IGn77nqlEVq","Galee Galee, Harry Nach, Pablo Chill-E","Big Cut","Galee Galee",9,93,57,"239749"
179,"spotify:track:3tEJZO2wMtvhQH5EKfKbkh","Anuel AA, Jory Boy","Nacimos Pa Morir (feat. Jory Boy)","Spiff TV, LLC / Real Hasta La Muerte, Inc.",139,-1,26,"239249"
180,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",180,-1,1,"238290"
181,"spotify:track:00kIWJu9IHiQ6i0qJAU0Z9","Mon Laferte","Amor Completo","Universal Music Mexico",15,178,56,"238107"
182,"spotify:track:6s7wvZDnXSrOS8GTOhGIMy","LA DOBLE AA","Nadie Esta Hablando De Amar [NEHDA]","FreeKayFlock",182,-1,1,"237690"
183,"spotify:track:5BopAwInvbrMFbbV4Y4BHF","Jory Boy, Chencho Corleone","Incorregible","2025 La Base Music Group",49,144,18,"236633"
184,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",1,154,121,"235419"
185,"spotify:track:5AK6QqM8aUXXTk6oY00ZRh","Yan Block, De La Rose, Hades66, Ñengo Flow","444 - Remix","Sonar LLC.",43,-1,5,"235260"
186,"spotify:track:04aigH9HRGebQZu1JAN6X1","a-ha","Take on Me","Rhino",61,192,112,"234702"
187,"spotify:track:39L3LdlHS3gqB62HPWaJRg","Bad Bunny","NO ME QUIERO CASAR","Rimas Entertainment LLC",31,148,18,"234522"
