rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
22,"spotify:track:1Zh6HllrXT0Khrwk2j3TrZ","La T y La M","No Se Va","GraceMusic",22,22,67,"1018711"
23,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,35,57,"1008287"
24,"spotify:track:7koAf6aZgjO6TS7bipfPD0","Ovy On The Drums, Quevedo, Beéle","YO y TÚ","WEA Latina",4,29,34,"975436"
25,"spotify:track:2dd3G3ZqEcG2cNS1tp3oEk","Alleh, Yorghaki","capaz (merengueton)","La Ciudad",3,21,56,"941137"
26,"spotify:track:4Kzi8hXKkT87SQoYClizh0","Luck Ra, Miranda!","TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!)","Sony Music Latin",2,16,21,"874679"
27,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",15,24,20,"853369"
28,"spotify:track:7rfYGYxsZzQAhlJy5B0IcW","Maria Becerra, TINI, XROSS","HASTA QUE ME ENAMORO","WEA Latina",8,23,20,"850253"
29,"spotify:track:04YMLAsyIAe1sLb6RO5YcC","Bizarrap, J Balvin","J Balvin: Bzrp Music Sessions, Vol. 62/66","DALE PLAY Records",9,27,6,"839116"
30,"spotify:track:0UaxhDrvCVcCWCqYQUeeFF","Tincho & Javi, Max Carra","Loco Enamorado I Varieté #4","Tincho Di Salvo",24,37,22,"816120"
31,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",15,49,57,"801976"
32,"spotify:track:61qPUnazSdkvua4wgA4L8C","Babasonicos","Como Eran Las Cosas","Universal Music Argentina S.A.",11,32,151,"798416"
33,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",25,36,106,"788720"
34,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",8,55,57,"785363"
35,"spotify:track:7nrd0eIftH3NQLfgk20Qp9","Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)","WEA Latina",13,30,23,"775393"
36,"spotify:track:4tabsd3NLLwuT90wkuNh7C","Maria Becerra, El Alfa, XROSS","HACE CALOR","WEA Latina",16,28,11,"771311"
37,"spotify:track:2NMctdE1VuUUc4VctEqamB","Luck Ra, Karina, RAMKY EN LOS CONTROLES","LADRON","Sony Music Latin",18,31,8,"771098"
38,"spotify:track:2F6PBqz7aPA7K309aFKMHt","Cazzu","Con Otra","DALE PLAY Records / RIMAS Entertainment LLC",6,34,46,"766206"
39,"spotify:track:5vHWh24GAsXJ7tnIu8v7UN","Airbag","Por Mil Noches","DALE PLAY Records / Airbag",18,38,316,"723716"
40,"spotify:track:2YNMRnIJMCxDQWYfXRxJmB","Tan Bionica","Obsesionario en La Mayor","DALE PLAY Records",24,43,139,"722856"
41,"spotify:track:7CMj1OOS1ho4CPEQTFKzcN","Young Cister, Kreamly","QLOO*","Sony Music Entertainment Chile S.A",2,33,32,"717575"
42,"spotify:track:0l0vcZMU7AOeQmUIREoI2U","Rauw Alejandro, Bad Bunny","Qué Pasaría...","Sony Music Latin/Duars Entertainment",14,137,64,"716865"
43,"spotify:track:22nEfJtQdNlGI0dW6QVm6q","PEPU, Nico Valdi, Pizzu","Far Away","Pedro Somoza Nazar Anchorena",43,44,3,"706492"
44,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",14,64,57,"702262"
45,"spotify:track:6kPCcIAGoTeRrh8qrmKa90","Tiago PZK, Ke Personajes","Piel","WEA Latina",2,40,105,"700191"
46,"spotify:track:5WEF0icHWmAZBBMglBd599","Bad Bunny, Chuwi","WELTiTA","Rimas Entertainment LLC.",7,79,54,"684880"
47,"spotify:track:2Xetks48zQL2K7xUbJBHRn","Q' Lokura, Los Herrera","Cuidado Que Te Supero","Q' Lokura",40,42,91,"669836"
48,"spotify:track:47aX1tXPTBpAG8Y2iAYmiy","Jere Klein, Katteyes, Mateo on the Beatz","TODO KE VER","2025 JERE KLEIN",3,45,25,"654824"
49,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",7,65,189,"651989"
50,"spotify:track:0CgpCtEPvyDizcg2p47VrU","No Te Va Gustar","A las Nueve","Elefante Blanco",27,50,371,"638753"
51,"spotify:track:6WJ2QzbVnjmPGKpmb6tmmO","La T y La M","amor de veraNO","Sony Music Uruguay",5,47,38,"624166"
52,"spotify:track:2lg4MDfkK2ya3dEAFu6Wh8","Felix Record","Cuentame","Felix Record",52,101,6,"618981"
53,"spotify:track:1yg1tWFaYajN4b7vsKtYRE","La T y La M","El Doctorado","GraceMusic",26,48,73,"599742"
54,"spotify:track:3KZCP2StVGdWkOKyRZNWA4","Plan B","Es un Secreto","Pina Records",28,41,169,"599543"
55,"spotify:track:1R3ubqAHKHE6f64Hz37q8h","La T y La M","Un Montón de Estrellas - En Vivo Gran Rex","GraceMusic",13,68,61,"586499"
56,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",2,62,18,"582814"
57,"spotify:track:6vRQqxOhUFd78p5tL8jXr7","Luck Ra, BM","La Morocha","Sony Music Entertainment Chile S.A",1,46,135,"580555"
58,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,67,200,"577558"
59,"spotify:track:0LswOwsXAfPYLGVwqRlNyW","Cumbia rocha","Suena en la Previa, Vol. 2","cumbia rocha",45,72,17,"576465"
60,"spotify:track:0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La player (Bandolera)","WEA Latina",12,52,84,"571722"
61,"spotify:track:5jgmQkVypORb3enASCxjYs","Milo j, Trueno","Gil","Sony Music Latin",17,70,19,"568820"
62,"spotify:track:1wDZFWLswOdkP3PBOWiSwI","DesaKTa2","No Se Ve / Chingon","Almenara Network S.A.S",57,57,6,"566713"
63,"spotify:track:7upAH0ezzsThyvr33YKn4u","Turf","Pasos Al Costado","Pop Art",52,69,398,"564746"
64,"spotify:track:1rh4kDY9T4fHVDum8Foi5k","Gustavo Cerati","Adiós","Ariola",45,77,162,"563678"
65,"spotify:track:0ZAJ660VP57lLK4U7NlGOy","Intoxicados","Nunca quise","Pop Art",49,56,471,"563346"
66,"spotify:track:1LiN0Z98FkR1t0m8KmLcAH","Anuel AA, Haze","Amanece","House of Haze",10,63,187,"561245"
67,"spotify:track:4ksf1UdqNc9pU8R4ZZrgdY","Miranda!","Tu Misterioso Alguien","Pelo Music",1,58,30,"555467"
68,"spotify:track:0AXKoQuC2NQ8S2QRF0Gu02","Plan B","Fronteo","Pina Records",9,91,34,"555358"
69,"spotify:track:5Bi9Cq5oVFy1OtUgecbegZ","Callejeros","Creo","Pelo Music S.A.",53,59,344,"551179"
70,"spotify:track:4KRlNVLHn2ZgGvpjnga31N","Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD","Si No Es Muy Tarde - Versión Cumbia","Universal Music Argentina S.A.",14,39,43,"550927"
71,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",1,80,85,"546901"
72,"spotify:track:44m9PAUZYeOEGeaTYh6NAl","No Te Va Gustar, Juan Casanova","Tan Lejos","Elefante Blanco",28,71,184,"543213"
73,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",17,76,38,"537571"
74,"spotify:track:67Q93kXygxCskeQiIP0V0j","Ciro y los Persas","Me Gusta","300 Producciones",60,88,467,"534510"
75,"spotify:track:1PREzVLuDT6PSE9sej4wnV","Fuerza Regida, Grupo Frontera","COQUETA","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",12,126,29,"532220"
76,"spotify:track:6dT5W7zuEcUZHnZuVlSIJ5","Los Huayra","La Noche Sin Tí","EMI Argentina",76,86,98,"531772"
77,"spotify:track:614NVFo5csQqRnryl4jXs2","Héctor ""El Father"", Wisin & Yandel","El Teléfono","Machete Music",39,61,18,"529777"
