rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
186,"spotify:track:62NeZ2Vtrz5HgtQibleMNs","Trap Capos, Noriel, Anuel AA, Baby Rasta","Diablita (feat. Anuel AA & Baby Rasta)","Sony Music Latin",133,146,7,"356773"
187,"spotify:track:0ZyNiSXRbq68lmBjV0vJkR","Babasonicos","En Privado","Universal Music Argentina S.A.",107,130,16,"355230"
188,"spotify:track:39iGn4eAHCC65DJz0aKKJR","Luck Ra, RAMKY EN LOS CONTROLES, The La Planta, La K'onga","FINGI DEMENCIA - CUARTETO","Sony Music Latin",84,140,4,"354883"
189,"spotify:track:3fgScn3fp098tqIVgVosd5","Milo j, AKRIILA","Llora Llora","Sony Music Latin",55,124,6,"354642"
190,"spotify:track:6Soxxi73U6SO4rOGJwYYxI","Los Piojos","Tan Solo","El Farolito Discos",53,151,153,"354139"
191,"spotify:track:1nYD14iq9R9CBUK8UvBjkK","Patricio Rey y sus Redonditos de Ricota","Vencedores Vencidos","Patricio Rey Discos",153,155,7,"353932"
192,"spotify:track:06WyITrA2pZJT5Nt79AOrb","Ulises Bueno, DesaKTa2","No Puedo Fingirlo","Almenara Network S.A.S",134,189,27,"353306"
193,"spotify:track:6JAaPxRPeElmUGPqyIkhCS","RAMKY EN LOS CONTROLES, The La Planta","FINGI DEMENCIA","1.8M",50,183,16,"352135"
194,"spotify:track:5GUgnXDDO4raKkT9lO5F1x","DesaKTa2, Aneley","Estaba Aqui Pensando","Almenara Network S.A.S",132,169,21,"351198"
195,"spotify:track:1R3ubqAHKHE6f64Hz37q8h","La T y La M","Un Montón de Estrellas - En Vivo Gran Rex","GraceMusic",13,-1,48,"349440"
196,"spotify:track:0aPs3kmiqmt9QG7gWXdefA","Bizarrap, Milo j","No soy Eterno","DALE PLAY Records",13,-1,77,"349426"
197,"spotify:track:1m69ELEgE6k5ZWsap40ozt","Ozuna","Se Preparó","VP Records Corp/Dimelo Vi",1,194,81,"347938"
198,"spotify:track:2QP041AcWg8PwPIWP95RKN","Beéle","top diesel","5020 Records",74,100,20,"347105"
199,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",199,-1,1,"346998"
200,"spotify:track:2Mgur7BKnpr7OG3izSNFTA","Bryant Myers, Anuel AA, Anonimus, Almighty","Esclava - Remix","Millogang Music Inc., Real Hasta La Muerte LLC, Anonimus Music, La Industria De Los Inmortales",191,191,3,"345702"
