rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
45,"spotify:track:51qYdMBxt9mFbtZBzq1Yfi","Julión Álvarez y su Norteño Banda","Regalo De Dios","UMLE - Fonovisa",3,41,106,"3089097"
46,"spotify:track:4oVO4fGNRRvEn0CRuFO4qv","ROSALÍA, Yahritza Y Su Esencia","La Perla","Columbia",15,65,9,"3014189"
47,"spotify:track:24teIhDYO2RocTA2v5dY0r","Junior H","Extssy Model","WEA Latina",23,60,169,"2874298"
48,"spotify:track:7BkpesGJWJqrVKSsIdNLHn","Peso Pluma, Tito Double P","20s","Double P Records",40,40,2,"2870161"
49,"spotify:track:0r50cnF7Wo6nVQPhqSYbpc","Peso Pluma, Tito Double P","morras II","Double P Records",31,31,2,"2861157"
50,"spotify:track:5mp6OBKCAjN4UYRvhOuUze","Oscar Maydon, Fuerza Regida","Tu Boda","Rancho Humilde/Sony Music Latin",1,52,67,"2857181"
51,"spotify:track:179TZwPk0txEvjkraVTVKo","Alfredo Olivas","El Precio De La Soledad","Camiolvi",38,46,174,"2852579"
52,"spotify:track:2CshODtf7iwe3pKlPmEWF5","Junior H","TRES BOTELLAS","WEA Latina",26,58,118,"2846675"
53,"spotify:track:3IcaWsnVb6NOsjtcuedsM8","Xavi, Grupo Frontera","No Capea","Interscope Records",17,55,18,"2822437"
54,"spotify:track:4B3cGux5Dy2VRYUbsqDj4M","Jimmy Guzman, Omar Camacho","3 AM","Lumbre Music",20,54,23,"2766175"
55,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",55,187,9,"2762330"
56,"spotify:track:2SkB7jADnfiWH8qAE9H8cO","Xavi, Manuel Turizo","En Privado","Interscope Records",14,61,48,"2754958"
57,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",12,53,53,"2738097"
58,"spotify:track:5CE77TLqLjOQ2qgAobzPds","Victor Mendivil","GOET","Rico o Muerto by Baja Sound LLC",24,67,82,"2730556"
59,"spotify:track:5GTBdEjZe7zEDp1N0eCZE4","Peso Pluma, Estevan Plazola","HOLLYWOOD","2024 Double P Records",16,50,81,"2710711"
60,"spotify:track:4ZplewvZRLFcfBa5uyBbhd","Cardenales De Nuevo León","Belleza De Cantina","Universal Music Mexico",43,49,294,"2664005"
61,"spotify:track:4oB8Xd7gMlUEtWoD8bmCXW","Neton Vega, Peso Pluma","Morena","Josa Records",1,64,47,"2639342"
62,"spotify:track:5lKFO0PrOC9jmOlPEdjHsL","Tito Double P, Peso Pluma","DOS DÍAS","2024 Double P Records",2,62,72,"2628783"
63,"spotify:track:24jE1QNIeA9HH3WOaGjE9s","Victor Mendivil, Fenix Flexin","P.V.","Rico o Muerto by Baja Sound LLC",63,102,17,"2604768"
64,"spotify:track:6uiQ0DqbXTBc8tl0AUKZkR","Rels B","TU VAS SIN (fav)","DALE PLAY Records / Flakk Team",10,71,27,"2557816"
65,"spotify:track:1lqSiPVISxVO0MC3b4l9ce","Victor Mendivil, $HUPE","PLAK","Rico o Muerto by Baja Sound LLC",17,59,24,"2528154"
66,"spotify:track:77pDO4WZPIdkwFve0iHWnb","Fuerza Regida","Por Esos Ojos","Rancho Humilde/Street Mob Records/Sony Music Latin",3,73,48,"2513673"
67,"spotify:track:1QxWsh6YFrAhxno50IwtUe","Peso Pluma, Tito Double P","viejo lobo","Double P Records",45,45,2,"2506929"
68,"spotify:track:3QJXJACwdZ3EaIqdF5ZiXh","Victor Mendivil, Neton Vega","King of Watches","Rico o Muerto by Baja Sound LLC",11,70,24,"2490917"
69,"spotify:track:2XQnrr8gsvuGcJmPfk18iE","Victor Mendivil, Oscar Maydon","Me Paseo","Rico o Muerto by Baja Sound LLC",30,80,24,"2456682"
70,"spotify:track:6YOfGIE6iFxC7G8OlGGvzW","Junior H","ROCKSTAR","WEA Latina",7,77,118,"2408806"
71,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",12,84,14,"2406156"
72,"spotify:track:4JLZyyWuvvse6xKiZqRdau","Neton Vega, JR","Todo a Su Tiempo","Josa Records",23,85,56,"2375144"
73,"spotify:track:46YjJXVXWHlQ21odKktg5e","Tainy, Bad Bunny","MOJABI GHOST","NEON16, LLC",15,56,93,"2343477"
74,"spotify:track:0ItgotO5txriRAp6lXMHJ7","Junior H","A TU NOMBRE","WEA Latina",64,96,48,"2328141"
75,"spotify:track:7N3mR4WnEuq1MUQlxb6JWH","Kali Uchis","Muévelo","Capitol Records",75,78,3,"2316710"
76,"spotify:track:3IEvQ1CzszUJtTRLmmMJ2X","Tito Double P, Junior H","5-7","2024 Double P Records",10,75,72,"2310739"
77,"spotify:track:4OwhwvKESFtuu06dTgct7i","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","WEA Latina",10,98,137,"2292787"
78,"spotify:track:29vIEdxgMT9H1fnBMecWjA","Julión Álvarez y su Norteño Banda","Lo Tienes Todo","UMLE - Fonovisa",15,72,111,"2282610"
