pais,fecha,mes_muestra,rank,artist_names,artist_01,artist_02,artist_03,artist_04,artist_05,artist_06,artist_07,artist_08,artist_09,artist_10,nacionalidad_01,nacionalidad_02,nacionalidad_03,nacionalidad_04,nacionalidad_05,nacionalidad_06,nacionalidad_07,nacionalidad_08,nacionalidad_09,nacionalidad_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
Colombia,2026/01/08,enero_2026,16,"Nanpa Básico, Beéle",Nanpa Básico,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Hasta Aquí Llegué,5020 Records,3,22,77,797979
Colombia,2026/01/08,enero_2026,17,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,21,53,763999
Colombia,2026/01/08,enero_2026,18,Kapo,Kapo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,UWAIE,Sony Music Latin/La Industria,1,26,73,751932
Colombia,2026/01/08,enero_2026,19,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,2,8,30,723243
Colombia,2026/01/08,enero_2026,20,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO ME QUIERO CASAR,Rimas Entertainment LLC,20,38,71,703932
Colombia,2026/01/08,enero_2026,21,"Héctor ""El Father"", Wisin & Yandel","Héctor ""El Father""",Wisin & Yandel,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,El Teléfono,Machete Music,19,30,23,695091
Colombia,2026/01/08,enero_2026,22,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,22,33,10,688260
Colombia,2026/01/08,enero_2026,23,"J Balvin, Bad Bunny",J Balvin,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,LA CANCIÓN,Universal Music Latino / Rimas,2,23,341,681601
Colombia,2026/01/08,enero_2026,24,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,27,53,665710
Colombia,2026/01/08,enero_2026,25,"Feid, ATL Jacob",Feid,ATL Jacob,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,LUNA,UMLE - Latino,1,29,110,658670
Colombia,2026/01/08,enero_2026,26,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,14,31,27,655918
Colombia,2026/01/08,enero_2026,27,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,si te pillara,5020 Records,6,28,33,649202
Colombia,2026/01/08,enero_2026,28,"W Sound, Blessd, Ovy On The Drums",W Sound,Blessd,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,Soltera - W Sound 01,WEA Latina,1,35,75,649121
Colombia,2026/01/08,enero_2026,29,"KAROL G, Feid",KAROL G,Feid,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Verano Rosa,Bichota/Interscope Records,5,34,29,647588
Colombia,2026/01/08,enero_2026,30,"Kenny Die, Blessd, Kris R., Sebas",Kenny Die,Blessd,Kris R.,Sebas,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,Ecuador,NA,NA,NA,NA,NA,NA,Ultra Complicado (feat. Sebas) - Remix,WEA Latina,3,40,47,631885
Colombia,2026/01/08,enero_2026,31,"Blessd, Ovy On The Drums",Blessd,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Mírame,WEA Latina,1,37,90,615100
Colombia,2026/01/08,enero_2026,32,"Blessd, Anuel AA, Kris R., Young Fatty, CARABIN3, GeezyDee, TURY",Blessd,Anuel AA,Kris R.,Young Fatty,CARABIN3,GeezyDee,TURY,NA,NA,NA,Colombia,Puerto Rico,Colombia,Colombia,Colombia,Colombia,Colombia,NA,NA,NA,"BUENOS DIAS (feat. Tury, GeezyDee, CARABIN3)",WEA Latina,8,70,9,604374
Colombia,2026/01/08,enero_2026,33,Plan B,Plan B,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es un Secreto,Pina Records,18,39,258,595767
Colombia,2026/01/08,enero_2026,34,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin,19,36,36,590408
Colombia,2026/01/08,enero_2026,35,"Blessd, GeezyDee",Blessd,GeezyDee,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,DIOMEDEZ,WEA Latina,1,25,11,588286
Colombia,2026/01/08,enero_2026,36,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,36,43,4,579492
Colombia,2026/01/08,enero_2026,37,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Bad Bunny,Ozuna,Farruko,Arcángel,Ñengo Flow,DJ Luian,Mambo Kingz,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,Diles,Rimas Entertainment LLC,37,45,292,576959
Colombia,2026/01/08,enero_2026,38,Zion & Lennox,Zion & Lennox,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,La player (Bandolera),WEA Latina,2,72,167,571041
Colombia,2026/01/08,enero_2026,39,"Blessd, Los Money Makers, Prodmonja",Blessd,Los Money Makers,Prodmonja,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,URUS BLUE,WEA Latina,22,55,32,570488
Colombia,2026/01/08,enero_2026,40,"Danny Ocean, Kapo",Danny Ocean,Kapo,NA,NA,NA,NA,NA,NA,NA,NA,Venezuela,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Imagínate,Atlantic Records,1,123,61,570384
Colombia,2026/01/08,enero_2026,41,"Topboy TGR, Kzadores",Topboy TGR,Kzadores,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,MÁS DE AHÍ,"Topboy TGR, Slowrecords",38,41,9,565182
Colombia,2026/01/08,enero_2026,42,Luis Alberto Posada,Luis Alberto Posada,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mal Amor,Luis Alberto Posada,32,32,10,551412
Colombia,2026/01/08,enero_2026,43,"Ozuna, Beéle",Ozuna,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Pikito,Nibiru International/Sony Music Latin,43,58,4,549348
Colombia,2026/01/08,enero_2026,44,"Blessd, Kris R., Young Fatty, TURY, CARABIN3, GeezyDee",Blessd,Kris R.,Young Fatty,TURY,CARABIN3,GeezyDee,NA,NA,NA,NA,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,NA,NA,NA,NA,"40 DE DICIEMBRE (feat. GeezyDee, CARABIN3)",WEA Latina,10,50,9,541447
Colombia,2026/01/08,enero_2026,45,Kapo,Kapo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,OHNANA,Sony Music Latin/La Industria,3,61,82,536544
Colombia,2026/01/08,enero_2026,46,"Boza, ELENA ROSE",Boza,ELENA ROSE,NA,NA,NA,NA,NA,NA,NA,NA,Panama,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,orióN,Sony Music Latin,6,82,82,533387
Colombia,2026/01/08,enero_2026,47,"Rauw Alejandro, Romeo Santos",Rauw Alejandro,Romeo Santos,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,Khé?,Sony Music Latin/Duars Entertainment,7,62,60,528400
Colombia,2026/01/08,enero_2026,48,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",KAROL G,Feid,DFZM,Ovy On The Drums,J Balvin,Maluma,Ryan Castro,Blessd,NA,NA,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,NA,NA,57,Bichota/Interscope Records,1,42,61,524082
Colombia,2026/01/08,enero_2026,49,"CARABIN3, SVNTI",CARABIN3,SVNTI,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,MUSA,Dinastia INC,49,102,5,523197
Colombia,2026/01/08,enero_2026,50,"Yan Block, Panda Black",Yan Block,Panda Black,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,444,SONAR LLC.,25,52,77,522929
Colombia,2026/02/05,febrero_2026,1,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,1,1,14,1828395
Colombia,2026/02/05,febrero_2026,2,Kris R.,Kris R.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,GANAS,WEA Latina,2,3,3,1659548
Colombia,2026/02/05,febrero_2026,3,"Mr Plata, El Americano 4KT",Mr Plata,El Americano 4KT,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Las Muñequitas,Universal Music Colombia S.A.S.,3,15,5,1464247
Colombia,2026/02/05,febrero_2026,4,"Yeison Jimenez, Luis Alfonso",Yeison Jimenez,Luis Alfonso,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Destino Final,Yeison Jimenez,1,2,9,1433202
Colombia,2026/02/05,febrero_2026,5,"W Sound, Beéle, Ovy On The Drums",W Sound,Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,La Plena - W Sound 05,WEA Latina,1,4,50,1301361
Colombia,2026/02/05,febrero_2026,6,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,quédate,5020 Records,2,6,38,1239933
Colombia,2026/02/05,febrero_2026,7,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,2,5,38,1187674
Colombia,2026/02/05,febrero_2026,8,"Blessd, Los Money Makers, Prodmonja",Blessd,Los Money Makers,Prodmonja,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NUEVA YORK,WEA Latina,8,11,36,1163789
Colombia,2026/02/05,febrero_2026,9,Grupo Firme,Grupo Firme,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Beneficio De La Duda,Music VIP Entertainment Presenta Grupo Firme,3,8,50,1140753
Colombia,2026/02/05,febrero_2026,10,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,1,9,61,1069248
Colombia,2026/02/05,febrero_2026,11,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,7,57,1064722
Colombia,2026/02/05,febrero_2026,12,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA",Blessd,Anuel AA,Yan Block,Luar La L,Kris R.,ROA,NA,NA,NA,NA,Colombia,Puerto Rico,Puerto Rico,Puerto Rico,Colombia,Puerto Rico,NA,NA,NA,NA,"YOGURCITO REMIX (feat. Kris R., ROA)",WEA Latina,1,12,24,1056868
Colombia,2026/02/05,febrero_2026,13,Blessd,Blessd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,YOGURCITO,WEA Latina,4,13,75,1054134
Colombia,2026/02/05,febrero_2026,14,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Qué la Envidia,YJ COMPANY,3,10,14,1040689
Colombia,2026/02/05,febrero_2026,15,"Blessd, Ovy On The Drums",Blessd,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,AMISTA,WEA Latina,2,14,41,1021029
Colombia,2026/02/05,febrero_2026,16,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin,16,22,40,994611
Colombia,2026/02/05,febrero_2026,17,"Blessd, J Alvarez",Blessd,J Alvarez,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,FANÁTICO,WEA Latina,17,-1,1,980493
Colombia,2026/02/05,febrero_2026,18,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,16,57,935908
Colombia,2026/02/05,febrero_2026,19,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vete,Yeison Jimenez,10,24,15,888789
Colombia,2026/02/05,febrero_2026,20,"Yeison Jimenez, Chayín Rubio",Yeison Jimenez,Chayín Rubio,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,El Mejor - Remix,Yeison Jimenez,8,17,4,873726
Colombia,2026/02/05,febrero_2026,21,"J Balvin, Bad Bunny",J Balvin,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,LA CANCIÓN,Universal Music Latino / Rimas,2,18,345,851723
Colombia,2026/02/05,febrero_2026,22,ARIA VEGA,ARIA VEGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHÉVERE (joesón_type_beat),Plush Records,22,61,3,849152
Colombia,2026/02/05,febrero_2026,23,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Bad Bunny,Ozuna,Farruko,Arcángel,Ñengo Flow,DJ Luian,Mambo Kingz,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,Diles,Rimas Entertainment LLC,20,20,296,834966
Colombia,2026/02/05,febrero_2026,24,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO ME QUIERO CASAR,Rimas Entertainment LLC,19,19,75,830836
Colombia,2026/02/05,febrero_2026,25,"Bad Bunny, Omar Courtz, Dei V",Bad Bunny,Omar Courtz,Dei V,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,VeLDÁ,Rimas Entertainment LLC.,5,26,57,814394
Colombia,2026/02/05,febrero_2026,26,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,EoO,Rimas Entertainment LLC.,7,25,57,790851
Colombia,2026/02/05,febrero_2026,27,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,MLP,Yeison Jimenez,8,28,8,788517
Colombia,2026/02/05,febrero_2026,28,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,4,23,57,787068
Colombia,2026/02/05,febrero_2026,29,"Nanpa Básico, Beéle",Nanpa Básico,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Hasta Aquí Llegué,5020 Records,3,29,81,781995
Colombia,2026/02/05,febrero_2026,30,"Blessd, Fuerza Regida, Ovy On The Drums",Blessd,Fuerza Regida,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Mexico,Colombia,NA,NA,NA,NA,NA,NA,NA,COMO OREO,WEA Latina,1,21,23,781737
Colombia,2026/02/05,febrero_2026,31,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,2,47,34,776910
Colombia,2026/02/05,febrero_2026,32,Kapo,Kapo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,UWAIE,Sony Music Latin/La Industria,1,32,77,772729
Colombia,2026/02/05,febrero_2026,33,"Ryan Castro, Dongo",Ryan Castro,Dongo,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,SANKA,AWOO Corp./Sony Music Latin,7,27,35,767190
Colombia,2026/02/05,febrero_2026,34,"Kapo, Ryan Castro",Kapo,Ryan Castro,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,DÓNDE,Sony Music Latin/La Industria,13,30,31,750972
Colombia,2026/02/05,febrero_2026,35,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,top diesel,5020 Records,3,31,38,744342
Colombia,2026/02/05,febrero_2026,36,"CARABIN3, SVNTI",CARABIN3,SVNTI,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,MUSA,Dinastia INC,36,46,9,701751
Colombia,2026/02/05,febrero_2026,37,"Feid, ATL Jacob",Feid,ATL Jacob,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,LUNA,UMLE - Latino,1,37,114,701519
Colombia,2026/02/05,febrero_2026,38,"KAROL G, Feid",KAROL G,Feid,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Verano Rosa,Bichota/Interscope Records,5,39,33,695955
Colombia,2026/02/05,febrero_2026,39,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Un Perro Enamorado,YJ COMPANY,21,41,4,695762
Colombia,2026/02/05,febrero_2026,40,"Alzate, Yeison Jimenez",Alzate,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Mi Venganza,Desde Abajo Records,11,34,58,693849
Colombia,2026/02/05,febrero_2026,41,"Héctor ""El Father"", Wisin & Yandel","Héctor ""El Father""",Wisin & Yandel,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,El Teléfono,Machete Music,19,42,27,691962
Colombia,2026/02/05,febrero_2026,42,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,36,62,8,690475
Colombia,2026/02/05,febrero_2026,43,"Blessd, Los Money Makers, Prodmonja",Blessd,Los Money Makers,Prodmonja,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,URUS BLUE,WEA Latina,22,45,36,686977
Colombia,2026/02/05,febrero_2026,44,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,22,40,14,684708
Colombia,2026/02/05,febrero_2026,45,"Kenny Die, Blessd, Kris R., Sebas",Kenny Die,Blessd,Kris R.,Sebas,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,Ecuador,NA,NA,NA,NA,NA,NA,Ultra Complicado (feat. Sebas) - Remix,WEA Latina,3,54,51,680009
Colombia,2026/02/05,febrero_2026,46,"Kybba, Sean Paul, Ryan Castro, Busy Signal",Kybba,Sean Paul,Ryan Castro,Busy Signal,NA,NA,NA,NA,NA,NA,Paises Bajos,Jamaica,Colombia,Jamaica,NA,NA,NA,NA,NA,NA,Ba Ba Bad Remix,Basshall,2,35,32,674032
Colombia,2026/02/05,febrero_2026,47,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,14,38,31,670787
Colombia,2026/02/05,febrero_2026,48,"Blessd, Anuel AA, Kris R., Young Fatty, CARABIN3, GeezyDee, TURY",Blessd,Anuel AA,Kris R.,Young Fatty,CARABIN3,GeezyDee,TURY,NA,NA,NA,Colombia,Puerto Rico,Colombia,Colombia,Colombia,Colombia,Colombia,NA,NA,NA,"BUENOS DIAS (feat. Tury, GeezyDee, CARABIN3)",WEA Latina,8,71,13,666417
Colombia,2026/02/05,febrero_2026,49,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Se Acabó,Yeison Jimenez,22,33,4,661917
Colombia,2026/02/05,febrero_2026,50,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya No Mi Amor,YJ COMPANY,9,48,12,656509
Colombia,2026/03/05,marzo_2026,1,"Mr Plata, El Americano 4KT",Mr Plata,El Americano 4KT,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Las Muñequitas,Universal Music Colombia S.A.S.,1,1,9,1990353
Colombia,2026/03/05,marzo_2026,2,"ARIA VEGA, Ryan Castro",ARIA VEGA,Ryan Castro,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,CHÉVERE (premium_remix),WEA Latina,2,2,3,1793988
Colombia,2026/03/05,marzo_2026,3,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,1,3,18,1662672
Colombia,2026/03/05,marzo_2026,4,Kris R.,Kris R.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,GANAS,WEA Latina,2,4,7,1555655
Colombia,2026/03/05,marzo_2026,5,"W Sound, Beéle, Ovy On The Drums",W Sound,Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,La Plena - W Sound 05,WEA Latina,1,7,54,1187848
Colombia,2026/03/05,marzo_2026,6,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,2,11,42,1147408
Colombia,2026/03/05,marzo_2026,7,"J Balvin, Ryan Castro, DJ Snake",J Balvin,Ryan Castro,DJ Snake,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Francia,NA,NA,NA,NA,NA,NA,NA,Tonto,Capitol Records,7,-1,1,1138980
Colombia,2026/03/05,marzo_2026,8,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,quédate,5020 Records,2,6,42,1124708
Colombia,2026/03/05,marzo_2026,9,Grupo Firme,Grupo Firme,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Beneficio De La Duda,Music VIP Entertainment Presenta Grupo Firme,3,9,54,1105825
Colombia,2026/03/05,marzo_2026,10,"Yeison Jimenez, Luis Alfonso",Yeison Jimenez,Luis Alfonso,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Destino Final,Yeison Jimenez,1,5,13,1099832
Colombia,2026/03/05,marzo_2026,11,"Blessd, Los Money Makers, Prodmonja",Blessd,Los Money Makers,Prodmonja,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NUEVA YORK,WEA Latina,8,8,40,1051785
Colombia,2026/03/05,marzo_2026,12,Blessd,Blessd,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,YOGURCITO,WEA Latina,4,10,79,1046173
Colombia,2026/03/05,marzo_2026,13,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,1,15,65,985479
